rep	peak_num	value
3	630	454.1659902
3	631	327.55270440000004
3	632	595.1845372
3	633	3547.9920199999997
3	634	228.80704830000002
3	635	208.36696030000002
3	636	179.5056233
3	638	883.796626
3	639	1186.512148
3	642	381.9656549
3	643	182.9857477
3	645	750.1513649999999
3	646	694.701219
3	647	351.8475391
3	651	853.7818420000001
3	652	702.481735
3	653	554.209896
3	654	402.801251
3	656	376.0022891
3	657	1146.0443903
3	659	411.17176809999995
3	660	247.6034152
3	662	335.9775836
3	663	444.76678090000007
3	664	846.4979956999999
3	666	2803.283665
3	667	272.7068085
3	668	185.5549742
3	669	299.4877121
3	670	236.8688502
3	674	356.7685991
3	675	216.15314429999998
3	676	178.77338930000002
3	677	260.7856131
3	678	700.973342
3	679	309.13574730000005
3	682	463.4694054
3	683	746.51542
3	685	621.297272
3	687	369.3823068
3	688	468.1480978000001
3	689	2617.092225
3	690	307.3446372
3	691	419.8603515
3	693	290.4016806
3	694	554.7980428
3	696	562.065882
3	697	1024.895394
3	698	1135.755602
3	699	290.4614882
3	701	370.8800886
3	702	428.19217769999995
3	703	171.0227705
3	704	866.750983
3	708	162.5869707
3	711	197.29979210000002
3	712	1683.869659
3	713	2506.177001
3	714	231.814491
3	717	564.0775337
3	719	446.06176519999997
3	720	427.57489200000003
3	722	329.1142813
3	723	593.9516903
3	724	107.183837
3	725	439.19749779999995
3	727	952.6920759999999
3	730	1651.7537149999998
3	733	2199.9009969999997
3	735	1913.0034549999998
3	736	151.57525169999997
3	737	440.29677200000003
3	740	101.9214703
3	745	262.087372
3	746	370.54451240000003
3	749	311.7303789
3	750	212.66016459999997
3	751	508.4360248
3	752	109.3339069
3	755	400.04116209999995
3	758	295.76211900000004
3	759	371.37484109999997
3	760	200.7658994
3	761	1676.922795
3	762	525.007595
3	766	396.08075820000005
3	767	229.76815969999998
3	768	216.19989169999997
3	770	164.7310312
3	771	445.5975564
3	772	331.41464770000005
3	774	134.1505598
3	776	1437.611025
3	777	360.69926399999997
3	778	418.81683260000005
3	779	556.0176730000001
3	780	896.016572
3	781	271.54558199999997
3	783	328.6359812
3	785	848.042379
3	787	384.723024
3	789	479.3455824
3	790	541.5195873
3	791	308.2747892
3	793	111.5234998
3	795	320.40221790000004
3	800	111.6246879
3	803	621.5096093999999
3	805	1268.359095
3	806	368.02372030000004
3	807	206.7359076
3	808	215.3946498
3	810	263.5970608
3	811	118.6713068
3	812	2547.332174
3	814	246.07419600000003
3	815	527.176608
3	816	1793.244544
3	818	445.842268
3	825	582.5959607
3	826	300.0429383
3	830	1349.0108989999999
3	831	208.0106236
3	833	264.594538
3	834	552.9190388
3	835	97.61509760000001
3	837	200.836091
3	838	260.1679904
3	841	472.4760853
3	842	735.2425815
3	843	407.42953000000006
3	848	406.594727
3	850	182.30001700000003
3	851	496.1094488
3	853	93.1121143
3	856	890.903692
3	857	1597.3691150000002
3	858	188.31996870000003
3	859	173.7961148
3	860	687.34409
3	861	318.577402
3	862	189.93647500000003
3	865	455.27274700000004
3	868	461.47548600000005
3	870	83.9151769
3	871	360.8632003
3	872	525.855259
3	873	261.498305
3	878	1226.901048
3	880	72.687132
3	881	347.46725499999997
3	883	293.4367373
3	884	764.3206562
3	889	443.53066690000003
3	891	447.19094359999997
3	892	81.971899
3	893	304.1287089
3	894	244.2473858
3	895	704.183686
3	896	106.03481069999998
3	897	300.9050956
3	903	829.2082962999999
3	905	465.8039722
3	908	167.2085104
3	910	1196.172311
3	911	315.8621305
3	914	332.56613699999997
3	917	139.6184424
3	921	111.35430410000001
3	924	700.4391889999999
3	925	182.8875008
3	930	186.75426900000002
3	931	454.606576
3	933	382.3885508
3	935	212.561851
3	941	197.42839180000001
3	942	317.1922528
3	943	254.7469603
3	944	196.193593
3	945	212.6267347
3	948	299.8090874
3	950	82.11394929999999
3	952	169.9144819
3	955	191.9081204
3	956	80.81800410000001
3	958	414.6691723
3	960	392.0304671
3	963	939.8127569999999
3	964	163.893895
3	968	682.8133449999999
3	969	95.9211157
3	971	446.84363340000004
3	975	104.8973249
3	976	100.6372321
3	977	186.43896080000002
3	978	50.076422
3	979	725.912119
3	980	496.1561459999999
3	981	233.38762079999998
3	984	164.073317
3	985	190.0827632
3	986	169.89270820000002
3	989	236.89952545
3	992	514.188485
3	993	298.435104
3	996	200.7359338
3	997	593.8469238999999
3	998	257.54168100000004
3	1000	526.2118268
3	1001	210.4518533
3	1003	341.2806136
3	1004	195.98633779999997
3	1007	301.2013948
3	1009	145.26871200000002
3	1011	106.5803432
3	1012	432.80405709999997
3	1014	337.977602
3	1015	68.84902939999999
3	1017	494.889095
3	1018	220.76823850000002
3	1020	165.20061399999997
3	1021	139.516003
3	1022	184.2517094
3	1023	327.5740124
3	1027	193.8276282
3	1028	179.34451940000002
3	1031	228.503991
3	1033	724.4890472
3	1036	1119.484291
3	1037	130.3700748
3	1040	37.4377834
3	1041	302.5968604
3	1042	475.294363
3	1043	203.24762170000002
3	1047	238.771094
3	1048	287.3615509
3	1049	172.097104
3	1053	185.4228122
3	1055	688.2485102
3	1056	397.7258137
3	1057	179.4232846
3	1058	233.4309766
3	1059	895.738595
3	1060	325.6796395
3	1061	235.12422750000002
3	1062	476.37025809999994
3	1066	613.8488898
3	1067	504.225781
3	1071	179.2701454
3	1072	81.8339833
3	1077	228.9087573
3	1080	169.7205988
3	1081	94.7998414
3	1083	103.4846199
3	1085	168.2875836
3	1092	561.8816009999999
3	1096	197.0825494
3	1100	41.7251506
2	1	163754.3552
2	2	77482.49871
2	3	89407.7927
2	4	64924.80916
2	5	33253.66002
2	6	64884.22752999999
2	7	57421.800910000005
2	8	35177.59095
2	9	22773.350499
2	10	27976.249358
2	11	27091.060442
2	12	30011.18212
2	13	23279.691990000003
2	14	26560.190580000002
2	15	24982.650700000002
2	16	24758.20149
2	17	22888.648500000003
2	18	30276.758120000002
2	19	15680.711648
2	20	13242.404454999998
2	21	14632.54861
2	22	13297.148063
2	23	19714.677490000002
2	24	22569.93724
2	25	13165.978271
2	26	10948.26995
2	28	12739.24623
2	29	19455.693450000002
2	30	10555.313363
2	32	10146.001080000002
2	33	14300.091132
2	34	9654.574934
2	35	8082.387347999999
2	36	11900.325420000001
2	37	9281.48961
2	38	14044.32156
2	39	9450.50547
2	40	11753.15021
2	41	6066.637317999999
2	42	12443.78742
2	44	7255.590768
2	45	7982.303587
2	46	7266.78876
2	47	4980.951394
2	48	10134.365980000002
2	49	5880.907852
2	50	10628.11476
2	51	6528.6071950000005
2	52	7590.7669590000005
2	53	5990.610047
2	54	5478.046862
2	55	4800.76708
2	56	5481.638546
2	57	6784.502032000001
2	58	9301.96195
2	59	6425.845714000001
2	60	6087.727317
2	61	4947.7670782000005
2	62	4488.6050608
2	63	8883.12228
2	64	5383.009464
2	65	10499.043280000002
2	66	5902.491065
2	68	6777.305020000001
2	69	4525.359845999999
2	70	6006.867135
2	71	4159.865927
2	72	4134.1034286
2	73	8529.032500000001
2	74	5755.692057
2	75	6912.787574
2	76	7544.777139999999
2	77	5520.0408529999995
2	78	3018.5059824
2	79	8471.46246
2	80	4811.376343
2	81	4884.646011399999
2	82	4231.813593999999
2	83	4212.631375999999
2	84	4689.288098
2	85	8527.26437
2	86	3968.495329
2	87	4841.694423
2	88	4535.834325999999
2	89	6818.73321
2	90	4867.85035
2	91	3583.487594
2	92	3315.9341246999998
2	93	5893.563
2	94	5774.472238
2	96	3485.1193550000003
2	97	6376.021203
2	98	7321.953242
2	100	3466.505162
2	101	5356.954768
2	102	3413.9069329999998
2	103	3489.988352
2	104	3382.3276699999997
2	105	4323.081489
2	106	5735.028629
2	107	3795.5583500000002
2	108	6390.604804
2	109	4868.589954000001
2	111	3543.09883
2	112	6421.21843
2	113	4061.3479798
2	114	4643.12517
2	116	6962.1145799999995
2	117	4687.979849
2	119	2485.733592
2	120	2823.3039259999996
2	121	3058.7836279999997
2	122	4283.738537
2	123	3751.501886
2	124	3616.772913
2	125	8337.06723
2	126	7102.853421000001
2	127	2571.41266
2	128	2946.9913380000003
2	129	2659.364488
2	130	2778.76782
2	131	5959.867666
2	132	2351.1012180000002
2	133	2110.37531
2	134	4935.73229
2	135	1994.4194301999999
2	136	1884.094788
2	137	2830.690922
2	138	4213.347057
2	139	2946.975128
2	140	2903.881402
2	141	3352.407193
2	142	3485.466971
2	143	5821.39668
2	144	3915.3646540000004
2	145	2654.152929
2	146	3061.98979
2	147	1804.7624726000001
2	148	1897.488511
2	149	4532.98448
2	150	3141.034986
2	151	4603.984514999999
2	152	2740.365697
2	153	2420.621206
2	154	1959.163151
2	155	5199.08903
2	156	7178.769144000001
2	157	3394.6550279999997
2	158	3543.291271
2	159	2752.771539
2	160	1690.223021
2	162	1938.7277782
2	163	4969.572807
2	164	2590.546037
2	165	1982.7965159999999
2	166	4199.499895
2	167	2186.2582749999997
2	168	2896.190359
2	169	1897.82083
2	170	1723.5281013999997
2	172	2776.3862900000004
2	173	2030.26713705
2	174	1612.7827651
2	175	3733.220025
2	176	3819.105858
2	177	1707.6139329999999
2	178	1169.993674
2	179	3778.2400799999996
2	180	2431.69527
2	181	1681.1531549999997
2	182	1914.992796
2	183	2374.296471
2	184	1950.4670500000002
2	185	1772.272285
2	186	1553.4283491
2	187	1785.417398
2	188	3545.63118
2	189	3012.11132
2	190	2491.1377789999997
2	191	2299.9263840000003
2	192	1552.1999521
2	193	1757.833583
2	194	1426.4303840999999
2	195	1491.6327760000001
2	196	2660.0370410000005
2	197	1844.8464450000001
2	198	1311.133168
2	199	1561.280583
2	200	1038.8709349
2	201	1724.407138
2	202	1940.808261
2	203	2147.3586609999998
2	204	2018.5712358
2	205	1234.6285137
2	206	1976.611563
2	208	4020.534528
2	209	2053.110215
2	210	2471.408478
2	211	2423.279608
2	212	3427.3777269999996
2	213	3446.33693
2	215	4756.91402
2	216	1028.39688
2	217	2928.5956652
2	218	1312.141726
2	219	2186.205353
2	221	1760.29054
2	222	1689.1010689999998
2	223	1427.1842284000002
2	224	2542.34517
2	225	1606.870193
2	226	1677.4525429999999
2	227	2408.5587180000002
2	228	1903.164206
2	229	1403.512288
2	230	1703.245495
2	231	3040.5080129999997
2	232	1696.64931
2	233	2848.3430670000002
2	234	2026.1270106
2	235	1268.84465
2	236	1715.051162
2	237	2306.837897
2	238	1436.7199047
2	239	2871.904618
2	240	1379.070018
2	241	1287.1075344
2	242	1572.770178
2	243	1835.3884839999998
2	244	1276.610872
2	245	1117.3998410000002
2	246	1740.334092
2	247	1629.2971672
2	248	1205.8796258999998
2	249	1399.153968
2	250	1877.926618
2	251	3255.507184
2	252	1794.837361
2	253	2030.4275
2	254	904.113072
2	255	1234.811554
2	257	1513.961708
2	258	2307.180748
2	259	1178.926848
2	260	848.0277729999999
2	261	473.8837876
2	262	1225.065347
2	263	2131.592964
2	264	2182.911807
2	265	3276.82669
2	266	1819.2150239999999
2	267	1066.4283094
2	268	1230.272093
2	269	3598.5615829999997
2	270	4391.899904
2	271	1738.97225
2	272	1306.7571931
2	273	1222.865602
2	274	720.0318935000001
2	275	2934.165495
2	276	1476.780045
2	277	2480.4870455
2	279	1056.359248
2	280	1573.179796
2	281	1504.486719
2	282	3617.255982
2	283	1147.7659640000002
2	284	2880.367619
2	285	2388.457579
2	286	1353.633886
2	287	3137.3744070000002
2	288	1431.4815370000001
2	289	3267.1109800000004
2	290	1139.9816522
2	291	985.2207559999998
2	293	3075.591748
2	294	421.9856579
2	295	2082.954504
2	296	1372.2229025000001
2	297	1373.278449
2	298	879.758495
2	299	1203.8255669999999
2	300	785.0239204999999
2	301	1408.8476957
2	302	2670.50634
2	303	1891.293716
2	304	1520.4424410000001
2	305	1739.262306
2	306	2516.6679440000003
2	307	2418.711178
2	308	1744.2948020000001
2	309	2700.118615
2	310	1658.4691129999999
2	311	1360.936077
2	312	965.080994
2	313	2148.0747199999996
2	314	695.4641461
2	315	930.526041
2	316	807.1946081000001
2	317	2103.638763
2	318	3890.52594
2	319	492.7945794
2	320	1011.196929
2	321	1575.915409
2	322	1877.576166
2	323	1343.886976
2	324	1247.2484550000001
2	326	1269.657558
2	327	1300.1426920000001
2	328	1234.1207060000002
2	329	2192.125587
2	330	1792.819778
2	331	2624.0852250000003
2	335	781.9853176
2	336	790.5120985
2	337	2249.989262
2	338	688.243384
2	340	958.9980860000001
2	342	565.6169616
2	343	807.0474796
2	344	929.0959389999999
2	345	864.5057751999999
2	346	664.246688
2	347	619.9901611
2	348	716.3989687
2	349	1137.3287269
2	350	1622.475658
2	351	1184.038034
2	352	458.0466423
2	353	944.3891876
2	354	968.4962398000001
2	356	826.175293
2	357	1105.292603
2	358	2097.581207
2	361	609.7804952
2	362	501.3943457
2	363	1523.8209654
2	364	597.4147472
2	366	1112.392689
2	367	811.6643449999999
2	368	1510.7091839999998
2	369	533.0341885
2	370	875.3024868
2	371	571.130523
2	372	1339.7905309999999
2	374	690.290177
2	375	391.50754969999997
2	376	756.316254
2	377	836.999408
2	378	458.2811562
2	379	1316.8580160000001
2	380	877.4042604
2	381	1054.3724754
2	382	911.5335604
2	383	1069.70798
2	384	1541.007298
2	386	1044.3659440000001
2	387	393.113937
2	389	528.2736224
2	390	409.9281085
2	391	722.7023764
2	392	1796.758423
2	393	1031.8367189
2	394	2480.488331
2	395	1056.171612
2	396	1078.923282
2	397	533.876854
2	398	638.9231827
2	399	977.435028
2	401	883.1234419
2	402	1242.413844
2	403	2240.122148
2	404	900.0435374000001
2	405	492.5732327
2	406	921.5001159999999
2	407	675.6460473999999
2	408	1444.965381
2	409	1005.702623
2	410	1936.0800004999999
2	411	865.5727462000001
2	412	887.234743
2	414	709.2447910000001
2	415	1353.4554059999998
2	416	1120.649758
2	417	306.7482765
2	418	1348.1621261999999
2	419	355.3535359
2	421	1395.401937
2	422	612.8872015000001
2	423	714.31217
2	424	681.1004175
2	425	650.097073
2	426	732.303512
2	427	474.9150548
2	428	2605.385017
2	429	2466.206809
2	430	789.434475
2	431	544.6101495
2	432	453.9934152
2	433	2734.4949680000004
2	434	1409.142701
2	437	626.1720516
2	438	1832.831792
2	439	697.102918
2	440	820.3422909999999
2	441	468.35021029999996
2	442	866.2890739
2	443	701.9893261000001
2	444	2137.076852
2	445	415.23263
2	446	872.583339
2	447	2367.28854
2	448	2024.031299
2	449	710.6531241
2	450	1276.7116919999999
2	451	288.6548469
2	452	2414.165782
2	453	914.837188
2	454	953.893351
2	455	1905.30174
2	456	591.7692805
2	457	364.64556500000003
2	458	876.843268
2	459	902.9524024
2	464	1059.220065
2	465	391.89637669999996
2	466	823.9295859
2	467	1368.285528
2	469	1769.4633750000003
2	470	1213.8347860000001
2	471	783.1714188999999
2	472	416.072489
2	473	674.4462803
2	474	1280.75866
2	475	845.3783987
2	476	281.815897
2	477	805.5835589999999
2	478	1683.0737096
2	479	1355.1106338999998
2	480	847.3631169
2	481	1250.3038522
2	482	2208.827218
2	483	839.4461143999999
2	484	268.2028053
2	485	476.6454065
2	486	206.9432596
2	487	1260.820843
2	488	219.11584820000002
2	490	1096.615128
2	492	546.2210619
2	493	476.6369957
2	494	392.120616
2	495	1167.0102040000002
2	496	658.052726
2	497	179.0376364
2	498	363.6119194
2	499	727.3187140000001
2	500	1558.716748
2	501	520.2035778
2	502	938.8563736
2	503	409.9701622
2	505	778.901365
2	506	2067.090117
2	508	261.90966
2	509	663.0562572
2	511	947.536861
2	514	861.7204847999999
2	515	483.36127519999997
2	517	379.521752
2	518	523.2791168
2	520	6268.936049999999
2	521	1411.04849
2	522	845.6029328
2	523	1002.7172072
2	524	460.1883269
2	525	891.5363009999999
2	526	940.412135
2	527	533.632779
2	528	855.4649770000001
2	529	895.5113870000001
2	530	645.7680416000001
2	531	848.045428
2	532	231.79523109999997
2	533	1613.4234
2	534	2056.222022
2	535	578.6599502
2	536	1792.428229
