rep	peak_num	value
2	537	747.9937997
2	539	373.38812
2	540	1323.679042
2	541	634.9278392
2	542	656.506008
2	543	611.417236
2	544	359.2046673
2	546	804.024899
2	547	293.139545
2	548	375.912579
2	549	2117.262768
2	550	630.3716902
2	551	734.5879209999999
2	552	818.4513121
2	553	631.723985
2	554	459.9642124
2	556	472.4246668
2	557	561.8557274
2	558	376.1507246
2	559	189.95125720000001
2	560	297.2297284
2	561	426.9884695
2	562	613.0459218000001
2	563	323.20542279999995
2	565	519.8392656
2	566	762.6649980000001
2	568	646.959187
2	569	438.31731700000006
2	570	1616.478703
2	573	263.8304673
2	574	533.7016202
2	575	1587.5635650000002
2	576	701.8690310000001
2	578	1453.4185840000002
2	579	746.5457030000001
2	581	796.0462875
2	582	237.3512215
2	583	154.5955233
2	584	1162.843184
2	585	158.7353265
2	586	939.2616307999999
2	587	572.5425988000001
2	588	503.7161383
2	589	430.635522
2	590	2523.785746
2	591	320.8668035
2	592	445.40801600000003
2	593	423.18283199999996
2	594	631.9349334000001
2	595	3765.9892250000003
2	596	380.43503400000003
2	597	562.577956
2	599	374.8411876
2	601	483.3195733
2	604	506.3187944
2	605	690.2398618000001
2	607	441.93104519999997
2	608	409.4620603
2	609	264.38981110000003
2	610	2785.3386739999996
2	611	1909.7556290000002
2	612	423.16646249999997
2	613	896.2067669999999
2	614	276.3120301
2	615	1478.869456
2	616	176.6180054
2	617	183.1557444
2	618	1324.880471
2	619	344.3739173
2	620	1395.255409
2	621	341.3023748
2	625	351.5805488
2	626	493.5602617
2	627	416.1924379
2	628	157.8464335
2	629	1211.246288
2	630	470.127992
2	631	352.4879136
2	632	555.9227569999999
2	633	3861.944606
2	634	328.5878366
2	635	284.3511556
2	636	228.1303195
2	638	861.8264369999999
2	639	1330.088902
2	642	399.3404811
2	643	130.1190399
2	645	933.1606185
2	646	614.4377218999999
2	647	351.42077235000005
2	651	1171.936229
2	652	672.455708
2	653	704.872884
2	654	416.115673
2	656	458.7887869
2	657	1337.7195980000001
2	659	422.03671060000005
2	660	200.8719944
2	662	311.5613339
2	663	413.379756
2	664	902.9428359
2	666	2392.2562075
2	667	329.41213550000003
2	668	192.9405195
2	669	328.259223
2	670	293.56767579999996
2	674	476.64482899999996
2	675	229.81737460000002
2	676	211.46408939999998
2	677	289.4821136
2	678	563.233165
2	679	499.20058240000003
2	682	421.172354
2	683	816.9929434999999
2	685	657.588522
2	687	448.6874289
2	688	616.8049434
2	689	2664.3693909999997
2	690	394.53026200000005
2	691	486.85898699999996
2	693	284.5326193
2	694	673.696329
2	696	535.413997
2	697	1128.149599
2	698	1157.1574406999998
2	699	333.214434
2	701	431.1754773
2	702	443.81441
2	703	221.0726873
2	704	958.6747699999999
2	708	124.7883567
2	711	262.0612873
2	712	962.411875
2	713	2851.257035
2	714	256.28324100000003
2	717	661.913897
2	719	444.0986495
2	720	363.4761507
2	722	350.44674960000003
2	723	631.360168
2	724	215.9303684
2	725	412.73191710000003
2	727	1122.551567
2	730	1936.4889340000002
2	733	2161.806495
2	735	2117.4361249999997
2	736	141.5797705
2	737	411.9928506
2	740	120.436809
2	745	298.6263876
2	746	354.1918088
2	749	336.0956934
2	750	184.3393651
2	751	447.81776210000004
2	752	131.1997605
2	755	473.2290119
2	758	282.081319
2	759	376.5896282
2	760	205.91083460000002
2	761	1656.9385919999997
2	762	553.987013
2	766	447.67140000000006
2	767	187.9866222
2	768	275.5885959
2	770	203.8189132
2	771	428.7655654
2	772	384.17167399999994
2	774	133.07477799999998
2	776	1416.62714
2	777	336.1851487
2	778	473.4878229
2	779	572.689437
2	780	1073.9942389999999
2	781	282.301642
2	783	404.6829483
2	785	825.4849889999999
2	787	411.026863
2	789	558.8053096
2	790	543.138878
2	791	337.9537472
2	793	128.8255367
2	795	343.7648314
2	800	125.9042358
2	803	671.951331
2	805	1401.662196
2	806	375.96593069999994
2	807	224.7385554
2	808	287.528657
2	810	228.82685425000003
2	811	142.2204954
2	812	2735.724956
2	814	333.24086619999997
2	815	588.8831829
2	816	1158.4876179999999
2	818	501.7316011
2	825	602.0229019999999
2	826	333.0229424
2	830	1603.572518
2	831	238.1283908
2	833	229.7957582
2	834	664.613823
2	835	121.47293819999999
2	837	180.1841673
2	838	205.2330233
2	841	442.6989527
2	842	782.0628935999999
2	843	614.0486942
2	848	396.6514948
2	850	213.986357
2	851	644.5776662000001
2	853	132.368767
2	856	976.2617014999998
2	857	1844.410574
2	858	238.8035254
2	859	219.46520750000002
2	860	785.756494
2	861	295.5069559
2	862	228.0510755
2	865	469.70873000000006
2	868	448.859792
2	870	80.5103603
2	871	434.3266532
2	872	570.4278405
2	873	296.6718548
2	878	1102.109303
2	880	82.29799679999999
2	881	491.435152
2	883	341.6795266
2	884	727.701131
2	889	567.4604322
2	891	449.3799325
2	892	105.02916150000001
2	893	395.38396290000003
2	894	207.577801
2	895	696.3928543999999
2	896	110.2182504
2	897	314.5592061
2	903	834.354396
2	905	499.818103
2	908	162.1327888
2	910	1396.8217510000002
2	911	344.6220465
2	914	362.51178630000004
2	917	166.494976
2	921	110.65868950000001
2	924	645.3863150000001
2	925	220.8062019
2	930	200.105266
2	931	532.2030079000001
2	933	349.393122
2	935	248.7103133
2	941	208.0938051
2	942	321.854573
2	943	329.1868035
2	944	200.62603529999998
2	945	234.204591
2	948	429.81939780000005
2	950	104.8716691
2	952	234.6053452
2	955	170.513828
2	956	99.70564949999999
2	958	323.39574600000003
2	960	397.9681951
2	963	1045.074554
2	964	188.2203652
2	968	850.0854449999999
2	969	103.43081620000001
2	971	614.234858
2	975	105.1846721
2	976	122.26181000000001
2	977	219.5475598
2	978	53.9806107
2	979	844.474534
2	980	400.3648387
2	981	240.7139094
2	984	158.40436970000002
2	985	208.9583736
2	986	163.7667956
2	989	273.08110035000004
2	992	551.4328780000001
2	993	296.7755079
2	996	191.4227439
2	997	600.658275
2	998	300.619433
2	1000	647.8293669999999
2	1001	306.6597157
2	1003	381.56393380000003
2	1004	171.0195267
2	1007	343.6230057
2	1009	218.3034038
2	1011	118.3130587
2	1012	393.56674200000003
2	1014	283.44138200000003
2	1015	72.0631109
2	1017	483.09175799999997
2	1018	222.46713870000002
2	1020	197.86095680000003
2	1021	145.9716101
2	1022	175.8082503
2	1023	353.5628671
2	1027	247.0909012
2	1028	185.6563284
2	1031	251.8525328
2	1033	722.900134
2	1036	1347.2483908
2	1037	160.916868
2	1040	36.5713975
2	1041	370.8724265
2	1042	446.46139800000003
2	1043	162.99318359999998
2	1047	279.497175
2	1048	363.28385049999997
2	1049	215.1057
2	1053	191.09340790000002
2	1055	797.4163215999998
2	1056	373.24106700000004
2	1057	257.15588999999994
2	1058	239.0252413
2	1059	1031.4612240000001
2	1060	349.48853020000007
2	1061	239.1903851
2	1062	536.473228
2	1066	736.964334
2	1067	535.1776160000001
2	1071	232.8732565
2	1072	86.8912462
2	1077	235.0363579
2	1080	121.4997087
2	1081	144.7105973
2	1083	100.35853709999999
2	1085	159.76781119999998
2	1092	643.2172069999999
2	1096	196.377385
2	1100	68.80749800000001
3	43	8419.51754
3	67	5269.227345
3	220	1107.6259476999999
3	325	941.141262
3	332	723.4907169999999
3	341	715.5020884
3	491	406.955043
3	507	225.02346590000002
3	512	282.9546744
3	516	458.47162310000004
3	538	270.9745006
3	572	648.2013440000001
3	603	57.976128200000005
3	623	189.917079
3	640	209.14668400000002
3	648	206.42867900000002
3	655	224.40588119999998
3	672	844.6979379999999
3	673	441.511858
3	680	119.0199719
3	707	478.8472947
3	710	260.01684
3	734	109.0310571
3	753	310.47828
3	765	198.8466618
3	882	139.82186760000002
3	926	202.4567768
3	934	191.886174
3	954	149.34988669999998
3	1006	139.7395521
3	1016	117.56232920000001
3	1032	205.6691146
3	1044	64.0495919
3	1075	52.812071
2	43	8980.551929999998
2	67	5292.7837500000005
2	220	1224.237167
2	325	980.5673120000001
2	332	677.128186
2	341	840.5554861999999
2	491	460.348564
2	507	215.759013
2	512	295.6866204
2	516	532.1579869999999
2	538	345.15350470000004
2	572	693.0130979999999
2	603	83.6359248
2	623	229.66616580000002
2	640	280.5701856
2	648	242.1620254
2	655	269.631387
2	672	907.433725
2	673	494.0558535
2	680	183.728627
2	707	657.9628270000001
2	710	251.22032800000002
2	734	138.998714
2	753	427.295964
2	765	197.97011220000002
2	882	217.996841
2	926	253.6441642
2	934	196.7967457
2	954	167.097093
2	1006	174.0837068
2	1016	157.4876523
2	1032	214.6826369
2	1044	103.2998376
2	1075	36.522824
3	214	1729.833884
3	292	648.8453254
3	359	703.975167
3	435	443.3536181
3	462	177.527017
3	463	553.7877080000001
3	489	527.1938004000001
3	504	85.338682
3	510	275.973562
3	513	242.5118376
3	555	165.30872699999998
3	564	312.575954
3	580	189.92874799999998
3	598	496.61341719999996
3	600	221.8263406
3	602	173.754259
3	606	351.15253839999997
3	622	445.7397866
3	624	215.78570109999998
3	644	199.22125469999997
3	649	65.345024
3	650	337.56187800000004
3	658	199.80672299999998
3	661	154.16241225000002
3	665	101.9108871
3	684	201.512072
3	692	110.8025594
3	709	111.9171988
3	715	135.688683
3	718	127.93478440000001
3	726	135.4981334
3	729	138.2243038
3	731	165.378275
3	732	78.84288419999999
3	738	204.23665400000002
3	739	173.17985699999997
3	741	127.65618519999998
3	743	113.35173900000001
3	744	160.345985
3	747	202.881859
3	754	74.4969404
3	756	74.890283
3	763	132.73107
3	764	68.5378714
3	769	230.589752
3	773	126.948523
3	784	63.6248804
3	786	95.0460798
3	788	98.6929347
3	792	79.3466288
3	794	119.05860899999999
3	796	73.915747
3	797	234.83539910000002
3	798	143.9879082
3	802	114.496963
3	804	111.549054
3	809	49.34645019999999
3	813	117.01746299999999
3	819	76.080182
3	820	167.45960599999998
3	821	30.826674999999998
3	822	62.292615
3	823	111.57098380000002
3	824	78.118795
3	829	98.87649400000001
3	836	232.50460085
3	839	78.7478214
3	840	107.4610016
3	845	91.4767822
3	846	130.1247745
3	854	79.798396
3	863	101.41335699999999
3	866	68.452693
3	869	111.9951622
3	874	151.4591925
3	875	193.946585
3	876	59.59849509999999
3	877	46.704497599999996
3	879	45.0135286
3	888	87.0123015
3	898	101.66341099999998
3	899	234.810493
3	900	38.903412599999996
3	902	67.6590649
3	909	52.4553171
3	913	97.0116398
3	915	171.262335
3	919	137.789102
3	922	96.00359800000001
3	923	84.6903218
3	927	62.969387000000005
3	928	56.72070799999999
3	929	128.5399976
3	936	69.2461884
3	937	149.603617
3	938	28.589694899999998
3	940	45.53417700000001
3	947	124.0003354
3	951	141.400645
3	957	67.339315
3	959	30.891347399999994
3	961	129.6758244
3	973	42.8570936
3	974	19.8865067
3	982	90.00751509999999
3	987	38.004044900000004
3	988	47.8436683
3	990	102.830707
3	991	77.8689859
3	994	52.172121
3	995	57.140465500000005
3	999	30.3844291
3	1002	37.0378625
3	1005	72.1055323
3	1010	98.76258990000001
3	1013	69.6740563
3	1024	94.8920832
3	1025	76.5391664
3	1026	139.56751219999998
3	1029	29.0070041
3	1030	178.29793999999998
3	1034	31.2830211
3	1035	52.3188275
3	1038	30.078343099999998
3	1045	114.26626
3	1046	24.965396
3	1051	29.186547700000002
3	1065	52.093225100000005
3	1068	18.243824599999996
3	1078	90.385377
3	1079	92.7633391
3	1082	104.766849
3	1086	40.3206323
3	1087	14.4954899
3	1088	146.65436119999998
3	1090	105.80438229999999
3	1094	55.43694059999999
3	1095	100.89009209999999
3	1097	63.926224600000005
3	1099	114.35724710000001
3	1101	49.991241200000005
2	214	1758.6262450000002
2	292	759.2180579999999
2	359	646.6401040000001
2	435	466.9491143
2	462	195.8489794
2	463	541.9887035
2	489	422.139994
2	504	135.664077
2	510	309.368851
2	513	221.0435507
2	555	234.751125
2	564	254.17087279999998
2	580	226.89602889999998
2	598	467.572642
2	600	235.6638046
2	602	214.129782
2	606	453.741511
2	622	343.04288499999996
2	624	223.79504260000004
2	644	168.917405
2	649	93.2301261
2	650	324.6082389
2	658	176.89230600000002
2	661	163.50300055
2	665	159.3736692
2	684	190.376647
2	692	135.6874692
2	709	65.9239263
2	715	205.0278206
2	718	107.6330012
2	726	143.3561116
2	729	136.84050449999998
2	731	177.82115159999998
2	732	99.1870168
2	738	244.900897
2	739	150.4083679
2	741	104.8007636
2	743	73.42659830000001
2	744	152.4724758
2	747	284.079704
2	754	53.8259769
2	756	88.1356876
2	763	126.76349619999999
2	764	57.409651600000004
2	769	272.03326
2	773	221.4740485
2	784	60.3644722
2	786	83.2381764
2	788	88.25143059999999
2	792	77.71508640000002
2	794	120.273466
2	796	72.80610100000001
2	797	255.5509395
2	798	173.38662499999998
2	802	117.95898930000001
2	804	109.04662720000002
2	809	60.2206852
2	813	115.3345052
2	819	86.5660036
2	820	155.154505
2	821	32.3741872
2	822	74.053382
2	823	149.4335937
2	824	84.36725430000001
2	829	86.65435699999999
2	836	228.4527655
2	839	81.7367632
2	840	102.23402440000001
2	845	63.334942999999996
2	846	106.5717043
2	854	114.4897247
2	863	109.55780730000001
2	866	105.86124200000002
2	869	143.7444678
2	874	203.49451889999997
2	875	171.00299799999996
2	876	65.8926273
2	877	41.861775099999996
2	879	58.67450000000001
2	888	76.1746167
2	898	82.0206837
2	899	246.9931807
2	900	46.8239204
2	902	60.995855
2	909	53.554829600000005
2	913	126.1263868
2	915	194.10327999999998
2	919	204.9182862
2	922	60.6495349
2	923	125.73586499999999
2	927	81.8783878
2	928	69.59969199999999
2	929	145.6556762
2	936	58.8533042
2	937	135.5131642
2	938	60.448461200000004
2	940	27.797735000000003
2	947	117.9384132
2	951	152.292374
2	957	68.6817858
2	959	37.395352200000005
2	961	158.39180069999998
2	973	78.4864938
2	974	11.974421499999998
2	982	77.9066342
2	987	84.3486366
2	988	67.21072799999999
2	990	83.0678225
2	991	124.689195
2	994	47.07281759999999
2	995	37.7255736
2	999	31.7076206
2	1002	26.5896672
2	1005	80.95502570000001
2	1010	71.19618
2	1013	87.07608699999999
2	1024	87.0949072
2	1025	110.0250802
2	1026	156.3198543
2	1029	37.736580000000004
2	1030	117.4978117
2	1034	32.764851
2	1035	24.5533984
2	1038	50.2028453
2	1045	174.9304962
2	1046	33.108220599999996
2	1051	45.7853699
2	1065	85.824794
2	1068	23.397953
2	1078	98.19998409999998
2	1079	133.67565
2	1082	141.716088
2	1086	34.303862
2	1087	33.54868330000001
2	1088	132.61965450000002
2	1090	123.252812
2	1094	68.6424575
2	1095	97.0395811
2	1097	58.371912200000004
2	1099	162.919949
2	1101	45.702809
3	907	47.95715800000001
3	962	15.204342800000001
2	907	43.23204199999999
2	962	14.814078899999998
3	571	108.9043057
3	637	44.056087000000005
3	844	25.9927268
3	885	48.981637
3	932	45.395094
3	1054	63.80451930000001
3	1076	28.509703999999992
3	1084	20.502537
2	571	151.182082
2	637	69.305951
2	844	53.37450499999999
2	885	31.080008999999997
2	932	40.032684
2	1054	45.597341
2	1076	40.9587985
2	1084	18.899123799999998
